keyword,keyword_id,movie_id
"swordplay",1400,1494
"fight",1721,1494
"toxication",1813,1494
"secret society",2908,1494
"passion",2983,1494
"planned murder",3152,1494
"power",3720,1494
"palace",3998,1494
"plan",4812,1494
"battle for power",4933,1494
"tang dynasty",5511,1494
"pomp",5513,1494
"conspiracy of murder",5514,1494
"heir to the throne",5515,1494
"marriage crisis",5809,1494
"secret love",7879,1494
"assassin",782,13184
"asia",1293,13184
"gun",1419,13184
"deaf-mute",1635,13184
"hitman",2708,13184
"bangkok",3432,13184
"thailand",3434,13184
"strip club",3688,13184
"apprentice",4488,13184
"video surveillance",5824,13184
"remake",9714,13184
"murder",9826,13184
"betrayal",10085,13184
"mafia",10391,13184
"shootout",10950,13184
"boat chase",12391,13184
"explosion",14601,13184
"foot chase",14967,13184
"killer",15127,13184
"gunshot",41644,13184
"flashback",187844,13184
"motorcycle chase",195295,13184
"crisis of conscience",226409,13184
"gadfly",177341,2185
"sex",572,6639
"marriage proposal",1459,6639
"new love",1605,6639
"colombia",2148,6639
"letter",3344,6639
"love letter",3452,6639
"dying and death",3737,6639
"ship",3799,6639
"marriage",6038,6639
"cholera",7728,6639
"teacher",10508,6639
"principal",12974,6639
"doctor",13005,6639
"extramarital affair",34094,6639
"emotions",211269,6639
"buddhist monk",1529,58233
"cooking",1918,58233
"prime minister",2569,58233
"kitchen",3914,58233
"secret agent",4289,58233
"sequel",9663,58233
"mind control",9678,58233
"james bond spoof",15267,58233
"incompetence",15268,58233
"female boss",15269,58233
"klutz",15270,58233
"aftercreditsstinger",179430,58233
"assassination attempt",191600,58233
"supermarket",1545,116977
"fight",1721,116977
"product placement",3977,116977
"computer animation",10159,116977
"food",10637,116977
"cia",591,68734
"wife husband relationship",1157,68734
"document",1937,68734
"revolution",2020,68734
"hiding place",2430,68734
"canadian",2519,68734
"press conference",2562,68734
"biography",5565,68734
"hanged man",15292,68734
"american abroad",34061,68734
"crane",159306,68734
"subtitled scene",159514,68734
"movie poster",161996,68734
"based on article",165340,68734
"extraction",185677,68734
"iran hostage crisis",185684,68734
"sweatshop",185686,68734
"intelligence agent",185692,68734
"film studio",185699,68734
"langley virginia",185702,68734
"1980s",208289,68734
"chicago",520,5503
"showdown",797,5503
"undercover",1568,5503
"surgeon",3262,5503
"death sentence",3437,5503
"doomed man",3440,5503
"lethal injection",3442,5503
"chase",3713,5503
"remake",9714,5503
"betrayal",10085,5503
"on the run",10562,5503
"train crash",10663,5503
"escape",10685,5503
"fugitive",10718,5503
"based on tv series",10988,5503
"u.s. marshal",11207,5503
"doctor",13005,5503
"explosion",14601,5503
"home invasion",14903,5503
"disguise",18118,5503
"one armed man",173976,5503
"framed for murder",180172,5503
"flashback",187844,5503
"corrupt cop",226376,5503
"manhunt",226499,5503
"bus accident",227824,5503
"storm drain",227825,5503
"bounty hunter",801,27573
"ex-husband ex-wife relationship",163758,27573
"corruption",417,1428
"cia",591,1428
"child abuse",516,819
"sadistic",625,819
"sexual abuse",739,819
"pastor",1499,819
"repayment",1522,819
"juvenile prison",2400,819
"court case",3012,819
"pub",5319,819
"court",6148,819
"juvenile delinquent",14857,819
"child",208349,819
"usa",279,1369
"vietnam veteran",422,1369
"submachine gun",1375,1369
"prisoner",1563,1369
"prisoners of war",1968,1369
"liberation of prisoners",2019,1369
"liberation",2434,1369
"vietnam",2956,1369
"vietnam war",2957,1369
"chase",3713,1369
"machinegun",4276,1369
"u.s. army",4595,1369
"forest",5774,1369
"photography",6025,1369
"government",6086,1369
"war",6091,1369
"revenge",9748,1369
"soldier",13065,1369
"agent",33705,1369
"denunciation",197602,1369
"jurors",1417,9623
"blackmail",1936,9623
"court case",3012,9623
"son",5153,9623
"trial",11038,9623
"courtroom",33519,9623
"italy",131,10895
"lie",2251,10895
"magic",2343,10895
"fairy",2710,10895
"pinocchio",3244,10895
"carnival",3473,10895
"wish",4896,10895
"boy",5202,10895
"nose",5560,10895
"puppet",6300,10895
"animation",10336,10895
"pool",10499,10895
"conscience",33674,10895
"jackass",33675,10895
"figaro",33676,10895
"sneezing",33677,10895
"toy comes to life",187065,10895
"montana",680,10935
"showdown",797,10935
"brothel",1411,10935
"marshal",1502,10935
"dance",1691,10935
"immigrant",2356,10935
"studies",5948,10935
"idealist",9031,10935
"budapest",810,834
"key",2849,834
"vampire",3133,834
"light",3760,834
"werewolf",12564,834
"evolution",34152,834
"fang vamp",231407,834
"london england",212,228066
"human experimentation",4005,228066
"frankenstein",6737,228066
"reanimated corpse",174413,228066
"frankenstein's monster",198102,228066
"science experiment",198781,228066
"19th century",207928,228066
"upper class",213,711
"brother brother relationship",380,711
"scotland",388,711
"poetry",496,711
"based on novel",818,711
"mentor",1310,711
"becoming an adult",1412,711
"professor",1992,711
"literature",2132,711
"intellectually gifted",3192,711
"plagiarism",3548,711
"literature competition",3549,711
"private school",3551,711
"manuscript",3553,711
"seclusion",3556,711
"pulitzer prize",3558,711
"dying and death",3737,711
"idol",5614,711
"friendship",6054,711
"unsociability",6059,711
"high school",6270,711
"scholarship",6278,711
"father figure",170652,711
"alcoholism",7464,10468
"urteil",9547,10468
"car crash",9844,10468
"wedding",13027,10468
"withdrawal",164605,10468
"woman director",187056,10468
"martial arts",779,10027
"hitman",2708,10027
"serial killer",10714,10027
"roommate",1253,11812
"marriage",6038,11812
"aftercreditsstinger",179430,11812
"duringcreditsstinger",179431,11812
"fbi",1812,37233
"law",3703,37233
"tennessee",6335,37233
"lawyer",10909,37233
"law firm",162813,37233
"bar exam",208043,37233
"brother brother relationship",380,37950
"based on novel",818,37950
"sailing",3180,37950
"ghost",162846,37950
"young adult",206298,37950
"poison",351,27582
"chicago",520,27582
"prostitute",549,27582
"martial arts",779,27582
"assassin",782,27582
"airport",822,27582
"cemetery",1227,27582
"boat",1422,27582
"hitman",2708,27582
"chase",3713,27582
"machinegun",4276,27582
"cover-up",9665,27582
"beautiful woman",9767,27582
"car crash",9844,27582
"male friendship",3230,64688
"high school",6270,64688
"parody",9755,64688
"crude humor",9964,64688
"based on tv series",10988,64688
"undercover cop",11199,64688
"buddy cop",167316,64688
"buddy comedy",167541,64688
"duringcreditsstinger",179431,64688
"london england",212,509
"bookshop",817,509
"birthday",1421,509
"new love",1605,509
"film maker",2559,509
"paparazzi",2560,509
"press conference",2562,509
"wheelchair",2564,509
"bath tub",2565,509
"cohabitant",2566,509
"friendship",6054,509
"fame",10232,509
"celebration",33648,509
"movie star",162262,509
"spectacle",184989,509
"chicken",2479,7443
"freedom",6089,7443
"escape",10685,7443
"chicken farm",185521,7443
"pie machine",185522,7443
"sex",572,25189
"professor",1992,25189
"wedding",13027,25189
"woman director",187056,25189
"columbia university",208709,25189
"beach",966,5966
"honeymoon",2676,5966
"bride",3582,5966
"chance",3817,5966
"risk",4999,5966
"relation",6192,5966
"long island",9398,5966
"romantic comedy",9799,5966
"comedy",10267,5966
"scuba diving",10503,5966
"unfaithfulness",11510,5966
"los angeles",12670,5966
"art gallery",15478,5966
"dance class",33940,5966
"opposites attract",165301,5966
"caribbean",167861,5966
"commitment",169276,5966
"dance club",173497,5966
"neurotic",175357,5966
"bagpipes",188645,5966
"chance encounter",190084,5966
"insurance risk manager",226219,5966
"role of women",2273,11066
"ladykiller",2336,11066
"success",3836,11066
"ladies' man",6779,11066
"chefin",7769,11066
"casanova",8642,11066
"womanizer",9094,11066
"boston",1680,136795
"fbi",1812,136795
"buddy comedy",167541,136795
"ancient rome",5049,8095
"historical figure",6165,8095
"cleopatra",6715,8095
"julius caesar",194576,8095
"high school teacher",41525,87826
"prize money",163223,87826
"physics teacher",178440,87826
"fighting movie",185979,87826
"budget cutting",185983,87826
"based on novel",818,11560
"witness",3581,11560
"village",5331,11560
"court",6148,11560
"love",9673,11560
"murder",9826,11560
"lawyer",10909,11560
"defense",11032,11560
"trial",11038,11560
"justice",15108,11560
"husband",162271,11560
"u.s. marine",188114,11560
"arrested",199274,11560
"classified",200883,11560
"based on novel",818,2637
"small town",1415,2637
"dream",1566,2637
"motel",2669,2637
"hallucination",3298,2637
"bridge",3450,2637
"alien life-form",4862,2637
"warning",4949,2637
"tumor",6622,2637
"west virginia",8232,2637
"urban legend",9955,2637
"premonition",10170,2637
"telephone call",10904,2637
"hospital",11612,2637
"reporter",12193,2637
"psychic",14742,2637
"car wreck",15198,2637
"death of wife",208397,2637
"mothman",230413,2637
"mysterious events",238137,2637
"chemical plant",238138,2637
"gay",237,18480
"fame",10232,18480
"mockumentary",11800,18480
"hollywood",12396,18480
"lgbt",158718,18480
"duringcreditsstinger",179431,18480
"corruption",417,709
"florida",1196,709
"secret identity",1308,709
"liberation of prisoners",2019,709
"drug traffic",2149,709
"floatplane",3435,709
"transport of prisoners",3543,709
"tank car",3545,709
"florida keys",3546,709
"coast guard",3547,709
"airplane",3800,709
"british secret service",156095,709
"winter",1442,49730
"fantasy",2486,49730
"fairy tale",3205,49730
"hood",10700,49730
"werewolf",12564,49730
"aftercreditsstinger",179430,49730
"duringcreditsstinger",179431,49730
"woman director",187056,49730
"red riding hood",192993,49730
"new york",242,2749
"female nudity",293,2749
"prison",378,2749
"prostitute",549,2749
"rape",570,2749
"robbery",642,2749
"fire",657,2749
"detective",703,2749
"airport",822,2749
"shotgun",1366,2749
"prisoner",1563,2749
"ex-detainee",1591,2749
"attempted murder",2013,2749
"paranoia",2340,2749
"russian",2808,2749
"eastern europe",3023,2749
"video",4697,2749
"knife",4728,2749
"fistfight",5572,2749
"police",6149,2749
"thief",9727,2749
"revenge",9748,2749
"video camera",10561,2749
"escape",10685,2749
"breast",10688,2749
"dead body",10877,2749
"lawyer",10909,2749
"shot to death",11325,2749
"torture",13006,2749
"fear",13073,2749
"new york city",14512,2749
"urination",14778,2749
"violence",14819,2749
"home invasion",14903,2749
"criminal",15009,2749
"police detective",15167,2749
"death",34079,2749
"drunk",40879,2749
"nypd",156022,2749
"news report",162502,2749
"gun violence",163656,2749
"graveyard",166512,2749
"death of boyfriend",211703,2749
"deception",9758,49527
"new york city",14512,49527
"rooftop",15219,49527
"diamond heist",40903,49527
"framed for a crime",157210,49527
"escaped prisoner",169271,49527
"negotiator",209140,49527
"saving the world",83,9607
"brother brother relationship",380,9607
"royalty",9920,9607
"dinosaur",12616,9607
"based on video game",41645,9607
"woman director",187056,9607
"multiple dimensions",194215,9607
"cold war",2106,1830
"weapon",6110,1830
"arms dealer",6163,1830
"countryside",548,79
"loss of lover",1014,79
"right and justice",6145,79
"patriot",54324,79
"bounty hunter",801,54054
"based on novel",818,54054
"romance",9840,54054
"framed",15124,54054
"bail jumper",168333,54054
"woman director",187056,54054
"cia",591,228967
"coup d'etat",6285,228967
"north korea",158538,228967
"assassination attempt",191600,228967
"evil dictator",195323,228967
"assassin",782,46528
"small town",1415,46528
"forest",5774,46528
"revenge",9748,46528
"deception",9758,46528
"super speed",11058,46528
"surprise ending",11541,46528
"helicopter",720,73937
"based on novel",818,73937
"honeymoon",2676,73937
"airplane",3800,73937
"birding",18006,73937
"birdwatching",18007,73937
"duringcreditsstinger",179431,73937
"unemployment",156052,27936
"contortionist",172942,27936
"human cannonball",186800,27936
"individual",30,65
"street gang",542,65
"adolescence",704,65
"rap music",897,65
"hip-hop",898,65
"rhyme battle",899,65
"trailer park",900,65
"ethnic stereotype",6325,65
"single",9457,65
"detroit",18021,65
"eminem",190187,65
"animation",10336,280391
"evolution",34152,280391
"humanity",202647,280391
"poetry",496,9476
"knight",10466,9476
"tournament",12380,9476
"duel",12965,9476
"torture",13006,9476
"writer",13028,9476
"impostor",13068,9476
"church",14765,9476
"game",18249,9476
"jousting",34067,9476
"aftercreditsstinger",179430,9476
"detective",703,10610
"medallion",1456,10610
"leather jacket",2650,10610
"wretch",4391,10610
"fighter",6211,10610
"wizardry",6333,10610
"interpol",6710,10610
"child abuse",516,745
"sense of guilt",1335,745
"loss of child",1452,745
"confidence",2246,745
"psychology",2800,745
"dying and death",3737,745
"marriage crisis",5809,745
"afterlife",6155,745
"single",9457,745
"paranormal phenomena",11627,745
"cowardliness",13001,745
"child",208349,745
"spiritism",210530,745
"flat",1439,1885
"taskmaster",2063,1885
"karate",3436,1885
"egg",5698,1885
"kids and family",9963,1885
"motorcycle",14735,1885
"con artist",10453,168672
"scam",11454,168672
"mobster",11578,168672
"fbi agent",18525,168672
"fictitious marriage",1907,18240
"deportation",2428,18240
"immigration law",3014,18240
"romantic comedy",9799,18240
"alaska",9880,18240
"naked scene",11960,18240
"co-worker",14522,18240
"humiliation",33740,18240
"book editor",33775,18240
"fake boyfriend",156760,18240
"duringcreditsstinger",179431,18240
"woman director",187056,18240
"pretend relationship",215200,18240
"prison",378,10398
"sailboat",544,10398
"sailing trip",2082,10398
"new orleans",2411,10398
"women's prison",5424,10398
"probation",208983,10398
"murder hunt",217324,10398
"skateboarding",390,165
"flying car",391,165
"car race",830,165
"delorean",951,165
"lightning",952,165
"almanac",956,165
"inventor",1436,165
"time travel",4379,165
"sequel",9663,165
"diner",10738,165
"alternate history",12026,165
"teenager",13130,165
"electric guitar",33888,165
"walking cane",172251,165
"high school dance",196664,165
"hoverboard",226370,165
"video phone",226371,165
"artificial intelligence",310,240832
"telepathy",1475,240832
"intelligence",2051,240832
"drug mule",2235,240832
"telekinesis",5086,240832
"futuristic",9685,240832
"drug",14964,240832
"superpower",33637,240832
"tough girl",34009,240832
"imax",156395,240832
"surgery",157959,240832
"brain capacity",234944,240832
"synthetic drug",234945,240832
"human brain",234946,240832
"intern",174420,257211
"woman director",187056,257211
"based on novel",818,216015
"perversion",9785,216015
"spanking",9888,216015
"billionaire",12547,216015
"bdsm",158713,216015
"woman director",187056,216015
"video game",282,12279
"intelligence",2051,12279
"liberation",2434,12279
"child hero",3650,12279
"mission",10364,12279
"ku klux klan",529,1645
"rape",570,1645
"mississippi",787,1645
"jurors",1417,1645
"blackmail",1936,1645
"attempted murder",2013,1645
"forgiveness",3446,1645
"court",6148,1645
"shooting",7281,1645
"murder",9826,1645
"suspense",9937,1645
"lawyer",10909,1645
"trial",11038,1645
"courtroom",33519,1645
"racial tension",41385,1645
"kkk",191314,1645
"racial issues",204173,1645
"courtroom drama",214780,1645
"big family",4498,11007
"new job",183126,11007
"aspiring actor",183133,11007
"smart kid",183141,11007
"war",6091,193756
"survival",10349,193756
"navy seal",11219,193756
"military",162365,193756
"dangerous mission",181325,193756
"baseball",1480,11287
